exchange,instrument_token,tradingsymbol,ema_50,ema_200,rsi_14,roc_10,roc_20,sma_20,stochk_14_3_3,stochd_14_3_3,stochh_14_3_3,ppo_12_26_9,ppoh_12_26_9,ppos_12_26_9,macd_12_26_9,macdh_12_26_9,macds_12_26_9,bbl_20_2_2,bbm_20_2_2,bbu_20_2_2,bbb_20_2_2,bbp_20_2_2,atrr_14,rsi_signal_ema_3,volume_sma_20,price_vol_correlation,percent_b,ema_50_slope,distance_from_ema_200,risk_adjusted_return,rvol
NSE,1025,21STCENMGM,,,31.797742725668552,-8.581658581658575,-12.11414612480568,84.0255,13.216560509554148,10.832100960850761,2.3844595487033864,-4.29003455574081,-0.9530351167714777,-3.3369994389693325,-3.1320401999829244,-0.6103349251876744,-2.52170527479525,76.01939844523173,84.0255,92.03160155476826,19.056361592060185,0.1955134801471358,2.6078601214618233,28.177972849470596,4492.700000000001,0.5564930074235375,0.1955134801471358,,,-367.67104872208387,1.0521512676119036
NSE,1025,21STCENMGM,,,30.257642682963112,-9.056122448979579,-12.845871763529269,83.44749999999999,19.957537154989407,13.702872236337837,6.254664918651569,-4.7852154920015835,-1.1585728424258006,-3.626642649575783,-3.1239976092779074,-0.48183386758612556,-2.642163741691782,75.58664997230615,83.44749999999999,91.30835002769383,18.84022895279989,0.1808551249341173,2.625155827071693,29.217807766216854,4474.199999999999,0.5800528867500978,0.1808551249341173,,,-383.7873973132665,0.8622770551159986
NSE,1025,21STCENMGM,,,37.33915000937591,-5.348479469885232,-10.455614015448342,82.98049999999999,26.27388535031848,19.815994338287343,6.457891012031137,-4.948400108328757,-1.0574059670023792,-3.8909941413263778,-2.957650877423248,-0.25238970858517273,-2.705261168838075,75.49008092662791,82.98049999999999,90.47091907337207,18.053444058235566,0.3003783252507849,2.6047875537094285,33.27847888779638,4944.499999999999,0.715522409758788,0.3003783252507849,,,-321.07976095965694,2.9687531600768535
NSE,1025,21STCENMGM,,,40.86261693546005,-2.3789397415771028,-7.6536440484350035,82.64549999999998,30.75902335456476,25.66348195329088,5.095541401273881,-4.954868607019891,-0.8510995725548094,-4.103769034465081,-2.725810550443967,-0.016439505284713274,-2.7093710451592536,75.4190355518032,82.64549999999998,89.87196444819676,17.487859467718827,0.375077223935523,2.5323027284444697,37.07054791162822,5243.099999999999,0.7036607941735983,0.375077223935523,,,-244.33120808409438,1.8138124392058135
NSE,1025,21STCENMGM,,,36.63451773341274,-2.378311768330261,-8.680115273775218,82.26899999999999,33.18402523926987,30.0723113147177,3.11171392455217,-4.960939352359618,-0.6857362543156293,-4.275203098043988,-2.6423366697571566,0.05362750032167796,-2.6959641700788346,75.15925013394323,82.26899999999999,89.37874986605675,17.284152879108195,0.28557614139447624,2.4671382478412935,36.85253282252048,5058.15,0.7004693569108914,0.28557614139447624,,,-278.7191729487173,0.26748910174668605
NSE,1025,21STCENMGM,,,33.0229058636247,-2.3767605633802824,-9.73255813953489,81.8505,27.132230114541898,30.35842623612551,-3.2261961215836124,-4.934585017938353,-0.5275055359154912,-4.407079482022862,-2.6736624137232354,0.01784140508447951,-2.691503818807715,74.68034702504822,81.8505,89.02065297495177,17.520120157975274,0.2056896823021836,2.40448551585263,34.93771934307259,4877.749999999999,0.7252095898246091,0.2056896823021836,,,-314.2204365095456,0.06642406847419406
NSE,1025,21STCENMGM,,,29.907576473601253,-5.678859268443908,-11.185055458260376,81.37150000000001,14.862339462504009,25.05953160543859,-10.19719214293458,-4.828067828314042,-0.3367906770329441,-4.491277151281098,-2.7921807326285943,-0.08054153105670325,-2.711639201571891,73.9931268374177,81.37150000000001,88.74987316258232,18.135030477703634,0.14074058852937016,2.3441651218631567,32.42264790833692,4818.749999999999,0.7629386905996524,0.14074058852937016,,,-362.9638376470716,0.13654993514915698
NSE,1025,21STCENMGM,,,27.197570133628663,-5.681386815133487,-12.818713450292389,80.82350000000001,5.696360932363633,15.896976836469847,-10.200615904106215,-4.64493146924695,-0.12292345437268182,-4.5220080148742685,-2.975268523991744,-0.21090345793588217,-2.764365066055862,73.11553207883667,80.82350000000001,88.53146792116335,19.073581127180447,0.09240229952516134,2.286010470301502,29.810109020982793,4751.149999999999,0.7642173385323301,0.09240229952516134,,,-417.98010682723293,0.21447439041074273
NSE,1025,21STCENMGM,,,24.822786094135868,-5.681818181818171,-15.765194325913951,80.14000000000001,0.8670520231213514,7.141917472662997,-6.274865449541646,-4.689958116252922,-0.13436008110292263,-4.555598035149999,-3.2044653004273442,-0.3520801874971857,-2.8523851129301585,72.20872678967365,80.14000000000001,88.07127321032638,19.793544323250227,0.052404777157597886,2.2298668652799662,27.31644755755933,4561.549999999999,0.7791582862585829,0.052404777157597886,,,-516.393965708882,0.39526038298385424
NSE,1025,21STCENMGM,,,22.728325403740236,-7.782502254864073,-18.992642897566498,79.30100000000002,0.0,2.1878043184949947,-2.1878043184949947,-4.734724320421082,-0.1433010282168663,-4.591423292204215,-3.464782258598504,-0.4899177165346762,-2.9748645420638278,71.47712856633467,79.30100000000002,87.12487143366536,19.73208770044601,0.005935132910396911,2.1755906606171123,25.022386480649782,3932.4999999999995,0.8544201317971759,0.005935132910396911,,,-624.7974293993632,0.3277813095994915
NSE,1025,21STCENMGM,,,20.87058057907,-11.396083385976008,-18.999768999769003,78.47850000000001,0.0,0.28901734104045046,-0.28901734104045046,-4.7349754512312785,-0.1148417272216502,-4.620133724009628,-3.744121388121812,-0.6154054768463868,-3.128715911275425,70.42140303031263,78.47850000000001,86.53559696968739,20.53325935049059,-0.01808362437543949,2.123048470573033,22.94648352985989,3874.0,0.9882191779837762,-0.01808362437543949,,,-627.6134616908473,0.037945276200309755
NSE,1025,21STCENMGM,,,19.214473497754728,-12.380466658166528,-20.315398886827452,77.60250000000002,0.0,0.0,0.0,-4.8701643586920635,-0.2000245077459475,-4.670139850946116,-4.0327874139520645,-0.7232572021413111,-3.3095302118107535,69.29277487945932,77.60250000000002,85.91222512054073,21.416127368424217,-0.03446412914691256,2.0721164369606733,21.080478513807307,3819.0499999999997,0.9881859642043087,-0.03446412914691256,,,-673.7431288130256,0.40664563176706253
NSE,1025,21STCENMGM,,,17.731466511375405,-15.81447680960119,-20.317122234055145,76.74400000000001,0.0,0.0,0.0,-5.268166104012327,-0.4784210024529685,-4.789745101559358,-4.323078033460632,-0.8108382573199027,-3.5122397761407296,67.90795325356072,76.74400000000001,85.58004674643931,23.027329163033706,-0.032138425127141136,2.022679548606339,19.405972512591354,3644.7,0.9813276073025956,-0.032138425127141136,,,-676.4072006284712,0.2216917716135759
NSE,1025,21STCENMGM,83.60439999999998,,16.398105505428564,-18.369619000494815,-20.311556575292848,75.903,0.0,0.0,0.0,-5.6847951893347295,-0.7160400702202967,-4.968755119114433,-4.608940165172939,-0.8773603112257673,-3.7315798539471716,66.32708481768222,75.903,85.47891518231779,25.23198077103088,-0.01760065807102501,1.9746310094201727,17.90203900900996,3664.6,-0.0822628766452063,-0.01760065807102501,,,-678.7899167030481,0.29389292146482565
NSE,1025,21STCENMGM,82.96501176470586,,22.489098402004515,-15.046705377429944,-17.067159581022807,75.2105,2.8009407740004315,0.9336469246668104,1.867293849333621,-6.1410565169534665,-0.9378411182712272,-5.203215398682239,-4.67588126363502,-0.7554411277502786,-3.9204401358847414,65.2373181184688,75.2105,85.18368188153119,26.520716872062252,0.103411424058703,1.9271573658901604,20.195568705507238,3874.1000000000004,0.9285559620026222,0.103411424058703,,,-596.0176683715102,1.2978498231847395
NSE,1025,21STCENMGM,82.4032465974625,,28.247809900454744,-11.580574520159727,-13.682092555331987,74.66650000000001,8.466966003848636,3.7559689259496887,4.710997077898948,-6.53890900337995,-1.0685548837581686,-5.470354119621781,-4.568147010137963,-0.5181654994025768,-4.049981510735386,64.49805909068101,74.66650000000001,84.83494090931902,27.236956089595736,0.20366646894328969,1.8852175540408633,24.22168930298099,3825.85,0.8056505350131878,0.20366646894328969,,,-498.1593933204121,0.5860135656128703
NSE,1025,21STCENMGM,81.91723692697379,,33.67344319733522,-7.966346785855119,-13.19280843149411,74.1345,17.062219371391954,9.44337538308034,7.618843988311614,-6.7648679945590136,-1.0356110999497847,-5.729256894609229,-4.322393426798229,-0.21792953285027394,-4.104463893947955,64.17292228729244,74.1345,84.09607771270757,26.874337083834288,0.2929795801954872,1.848416300180802,28.947566250158104,3576.4500000000003,0.7710563591841506,0.2929795801954872,,,-499.6864170687947,0.6864348725691677
NSE,1025,21STCENMGM,81.50518842003363,,38.76886063121785,-4.199087738127193,-9.641908136150834,73.7535,27.917111300843274,17.81543222536129,10.101679075481986,-6.7470305117675995,-0.8142188937266965,-5.932811618040903,-3.9689124891184235,0.10844112386362514,-4.077353612982049,63.99957334130741,73.7535,83.5074266586926,26.450071274427902,0.3798688937284809,1.8163865644536015,33.858213440687976,3916.1,0.7260478193602192,0.3798688937284809,,,-379.06504786862456,2.0599576108883837
NSE,1025,21STCENMGM,81.05322024669898,,35.74796112386014,-4.189485213581602,-9.633264462809908,73.3805,33.677202909483064,26.21884452723943,7.458358382243635,-6.728826290115902,-0.6368117376599987,-6.092014552455903,-3.7608130366442794,0.25323246107021546,-4.014045497714495,63.64962569514752,73.3805,83.11137430485248,26.5216898354535,0.325272637716414,1.8902160955640581,34.803087282274056,4449.6,0.15375522261501448,0.325272637716414,-0.03051489817881595,,-356.6448559450389,3.167026249550521
NSE,1025,21STCENMGM,80.56407435467158,,33.034072389215375,-4.17772809836523,-11.635098569771937,72.929,33.646764356754574,31.74702618902697,1.8997381677276053,-6.710255535217527,-0.49459278620929936,-6.215662749008228,-3.666594798533268,0.2779605593449821,-3.94455535787825,63.18645974982337,72.929,82.67154025017663,26.717876976721556,0.2768035908334504,1.8552006601666258,33.918579835744715,3871.55,0.12675852893886982,0.2768035908334504,-0.02893915590397916,,-430.10714530647726,0.7082434683782981
NSE,1025,21STCENMGM,80.12626751723347,,36.094280690586224,-1.0409239982888776,-12.318382817435248,72.44150000000002,33.28527863186035,33.53641529936599,-0.2511366675056408,-6.550291415005839,-0.26770293279808843,-6.282588482207751,-3.485579429089782,0.3671807430307745,-3.8527601721205564,63.03986458795343,72.44150000000002,81.8431354120466,25.956490166676794,0.3382462270286055,1.9155434701547243,35.00643026316547,3823.8999999999996,0.03961174087654211,0.3382462270286055,-0.027632152545542334,,-446.29410966118866,0.9869504955673528
NSE,1025,21STCENMGM,79.70327663420471,,35.964772718990574,0.9022118742724164,-11.589952824174427,71.98700000000001,37.69840529219034,34.87681609360175,2.8215891985885904,-6.305448776618472,-0.01828823552857628,-6.287160541089896,-3.308822892584601,0.43514982362876475,-3.743972716213366,62.93182619539667,71.98700000000001,81.04217380460335,25.157802949430703,0.35384046418554876,1.9558617937151004,35.48560149107802,3970.9,-0.04415628440364161,0.35384046418554876,-0.027026794064633035,,-410.8916751739145,1.7119544687602306
NSE,1025,21STCENMGM,79.24628539364767,,33.20610618949691,1.054351054351045,-14.926865858232278,71.39000000000001,39.17257683215134,36.71875358540068,2.453823246750666,-5.921187712232499,0.2927782630859168,-6.213965975318416,-3.235537026176459,0.40674855202952553,-3.6422855782059846,63.006989612442915,71.39000000000001,79.77301038755712,23.485111045124253,0.3007875544948876,1.9904430941640217,34.34585384028746,3590.5499999999997,-0.24266979479944636,0.3007875544948876,-0.027714837179994012,,-510.3251756510664,1.9696146829872863
NSE,1025,21STCENMGM,78.78839184879875,,32.215893965757104,2.3943021669949967,-16.415141019297387,70.72650000000002,33.57803492181992,36.8163390153872,-3.2383040935672796,-5.482108838853317,0.5854857091720795,-6.067594548025396,-3.1795377060427086,0.37019829773062085,-3.5497360037733294,63.46751855774913,70.72650000000002,77.9854814422509,20.526907007277,0.2825796893743507,2.012554301723734,33.28087390302228,3224.4999999999995,-0.37718129810656653,0.2825796893743507,-0.027942485085809654,,-551.1260380522053,0.6788649403008219
NSE,1025,21STCENMGM,78.30061177629685,,29.78476609925871,-1.4115898959881172,-16.24589750063116,70.08300000000001,19.49317738791422,30.747929713961824,-11.254752326047605,-5.037917132860948,0.8237419321315587,-5.861659064992507,-3.196751484216634,0.2823876156453564,-3.47913909986199,63.774722730787886,70.08300000000001,76.39127726921214,18.00230375187171,0.20411890277721956,2.0623718516006107,31.532820001140497,3229.2499999999995,-0.23856290109582848,0.20411890277721956,-0.028095185062391018,,-522.6580736787623,0.44840133157853995
NSE,1025,21STCENMGM,77.84529366742245,,31.33982306231184,-2.840909090909095,-14.092490016746101,69.53600000000002,16.58180520300608,23.21767250424674,-6.635867301240658,-4.400904618484675,1.168603557206266,-5.569508175690941,-3.1466853390911638,0.26596300861666133,-3.412648347707825,64.15387989337843,69.53600000000002,74.9181201066216,15.4800969472549,0.23560604895284631,2.070773862200568,31.43632153172617,3663.35,-0.09440840348836611,0.23560604895284631,-0.028467242022978668,,-453.85359375652047,2.4584055577545145
NSE,1025,21STCENMGM,77.3592037196804,,28.831892240013296,-6.513355234966436,-13.96082555540948,69.00500000000001,10.717254082710005,15.597412224543433,-4.880158141833428,-3.910225955759021,1.327425775945537,-5.237651731704558,-3.1705174437468315,0.19370472316879495,-3.3642221669156265,64.28199248359746,69.00500000000001,73.72800751640256,13.68888491095586,0.12365082125596487,2.105004300614814,30.134106885869734,3753.85,0.13418488774061094,0.12365082125596487,-0.029409994337903516,,-434.0779885032412,0.6574583427680915
NSE,1025,21STCENMGM,76.88315651498705,,28.37826853548225,-8.668253745973951,-12.503353903944198,68.539,13.071931097828429,13.456996794514836,-0.3850656966864072,-3.622936230449812,1.2917724010037968,-4.914708631453609,-3.1714056460411797,0.1542532166995576,-3.3256588627407373,64.30122054174159,68.539,72.77677945825842,12.36603819214875,0.10840340646655555,2.140361136285184,29.25618771067599,3936.4500000000003,-0.0018057173767097724,0.10840340646655555,-0.02982005865539339,,-380.9958645719807,1.1866021415234538
NSE,1025,21STCENMGM,76.3744052791052,,25.88065100355125,-8.673906830523016,-12.50000000000001,68.08250000000001,5.944316927960732,9.911167369499722,-3.9668504415389902,-3.497825001782767,1.1335069037366732,-4.63133190551944,-3.2404615806473913,0.06815782567467688,-3.308619406322068,63.91988505769636,68.08250000000001,72.24511494230366,12.228149501865083,-0.0011873615303575353,2.081049626550528,27.56841935711362,4158.0,0.32135525675524607,-0.0011873615303575353,-0.03063886078962219,,-383.8808021720206,1.4992784992784993
NSE,1025,21STCENMGM,75.83540899365009,,23.686972620403058,-8.675998833479142,-12.491267290764275,67.63550000000001,4.109062980030699,7.708437001939953,-3.599374021909254,-3.5781831211190585,0.8425190275203058,-4.420702148639364,-3.3597451581235163,-0.040900601441157924,-3.3188445566823583,63.142794918719545,67.63550000000001,72.12820508128047,13.285050251067743,-0.05706972853127846,2.023831796082633,25.62769598875834,4581.55,0.027827368816350152,-0.05706972853127846,-0.031483825307646214,,-386.55785126750925,2.130283419366808
NSE,1025,21STCENMGM,75.31009883703636,,23.370314499146055,-10.028818443804045,-10.965350064166545,67.251,2.7655192703736327,4.272966392788355,-1.5074471224147223,-3.586968680089499,0.6669867748398923,-4.253955454929391,-3.4300699534894363,-0.08898031744566204,-3.3410896360437743,62.358690675528514,67.251,72.14330932447149,14.549402460845151,0.008309912464525874,2.0471295249338737,24.499005243952197,4862.599999999999,0.19175242440213522,0.008309912464525874,-0.03256709186835588,,-334.4568331740882,1.1861966849010819
NSE,1025,21STCENMGM,74.84695770617219,,29.067535539649437,-8.422267089702917,-7.596041909196739,66.99000000000002,8.6496028243601,5.174728358254811,3.4748744661052893,-3.4394666275807566,0.651591061878908,-4.091057689459665,-3.3615202067990424,-0.01634445660421413,-3.3451757501948283,61.875739236420436,66.99000000000002,72.1042607635796,15.268728955305512,0.15879721807953998,1.995905987438597,26.78327039180082,5627.6,0.6249680783207642,0.15879721807953998,-0.032475075914840126,,-241.66902863646635,2.994704669841495
NSE,1025,21STCENMGM,74.45178289416545,,35.276387625020604,-4.819985304922853,-3.8164538164538273,66.8615,20.77418569421549,10.729769262983073,10.044416431232417,-3.3895580506495384,0.5611997110481015,-3.95075776169764,-3.168194676408575,0.14158485902900297,-3.309779535437578,61.65593506276367,66.8615,72.06706493723635,15.571188014735961,0.29910922011181357,1.9440555597644114,31.02982900841071,5665.900000000001,0.32327412851350573,0.29910922011181357,-0.0316242689690771,,-127.15259728568152,0.2778022908981803
NSE,1025,21STCENMGM,74.12269336890407,,40.932113705808106,-2.2347195500961834,0.10607667828459978,66.86500000000001,34.91634161850261,21.44671004569273,13.469631572809877,-3.327651374786933,0.49848510952856584,-3.826136484315499,-2.8777180394769175,0.34564919676852845,-3.223367236245446,61.66180867159444,66.86500000000001,72.06819132840558,15.563273247305963,0.4226436287663204,1.8973373054955254,35.98097135710941,5851.35,0.2334220283864143,0.4226436287663204,-0.029482545912762344,,3.693294464397062,0.8179309048339272
NSE,1025,21STCENMGM,73.85788186424116,,46.08446869080847,1.5373021853805733,0.1040118870728193,66.86850000000001,50.79718205413427,35.49590312228412,15.301278931850149,-3.098416475065123,0.5821760074003008,-3.680592482465424,-2.5128406967016588,0.5684212316350301,-3.081261928336689,61.663982630192656,66.86850000000001,72.07301736980737,15.566424758465818,0.5481792992861653,1.8560989265315588,41.032720023958944,5959.300000000001,0.1304235668874515,0.5481792992861653,-0.026076567076660857,,3.7752733606662607,1.2060141291762454
